request_id,guardian_id,guardian_name,intake_type,source,lead_status,check_id,check_label,required_evidence,operator_status,evidence_note
template-vivian-luna_scene_request,vivian,薇薇安,luna_scene_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-luna_scene_request,vivian,薇薇安,luna_scene_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-luna_scene_request,vivian,薇薇安,luna_scene_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-luna_scene_request,vivian,薇薇安,luna_scene_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-luna_scene_request,vivian,薇薇安,luna_scene_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-vivian-repair_or_contact_request,vivian,薇薇安,repair_or_contact_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-owned_asset_request,claire,克萊兒,owned_asset_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-luna_scene_request,claire,克萊兒,luna_scene_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-claire-repair_or_contact_request,claire,克萊兒,repair_or_contact_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-owned_asset_request,dora,朵拉,owned_asset_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-luna_scene_request,dora,朵拉,luna_scene_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,source_traceable,來源可追蹤,"source is contact, keepsake_waitlist, resources_wishlist, luna_page, or manual_reply.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,guardian_route_present,守護者與路線存在,"guardian_id, guardian_name, and related_route are present.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,intake_type_present,需求類型明確,"intake_type maps to owned asset, Luna scene, or repair/contact request.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,asset_preference_present,素材偏好明確,"requested_asset describes the requested PDF, wallpaper, ritual, Luna scene, or repair prompt.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,reply_email_available,可回覆信箱已取得,"reply email exists in the source email or structured request, but raw email is not stored in CSV.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,explicit_consent,明確同意可回覆,consent_status is explicit_reply_ok before any KPI or fulfillment writeback.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,attribution_or_manual_rule,歸因規則已判定,"utm_content is matched for KPI writeback, or left as manual lead only.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,safe_scope_verified,安全範圍已確認,"request is not emergency support, diagnosis, therapy replacement, or sensitive personal-data collection.",pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
template-dora-repair_or_contact_request,dora,朵拉,repair_or_contact_request,template,template,proof_note_traceable,證據註記可追溯,notes include a verified proof note or the operator has a traceable external proof note.,pending_real_request,模板列不可標記完成；等真實來信後逐項確認。
